ID,Foerderung,Website,Frage,Hilfestellung,Denkmalschutz,Maßnahmen nicht begonnen,min. Alter,max. Alter
1806,,,Werden die geförderten Anlagen oder energetisch optimierten Gebäudeteile mindestens 10 Jahre zweckentsprechend genutzt?,,,,,
1980,,,Werden die geförderten Anlagen oder energetisch optimierten Gebäudeteile mindestens 10 Jahre zweckentsprechend genutzt?,,,,,
2023,,,Werden die geförderten Anlagen oder energetisch optimierten Gebäudeteile mindestens 10 Jahre zweckentsprechend genutzt?,,,,,
2056,,,Werden die geförderten Anlagen oder energetisch optimierten Gebäudeteile mindestens 10 Jahre zweckentsprechend genutzt?,,,,,
2129,,,Werden die geförderten Anlagen oder energetisch optimierten Gebäudeteile mindestens 10 Jahre zweckentsprechend genutzt?,,,,,
2143,,,Werden die geförderten Anlagen oder energetisch optimierten Gebäudeteile mindestens 10 Jahre zweckentsprechend genutzt?,,,,,
2353,,,Werden die geförderten Anlagen oder energetisch optimierten Gebäudeteile mindestens 10 Jahre zweckentsprechend genutzt?,,,,,
1700,,,Werden die geförderten Anlagen oder energetisch optimierten Gebäudeteile mindestens 10 Jahre zweckentsprechend genutzt?,,,,,
2506,,,Werden die geförderten Anlagen oder energetisch optimierten Gebäudeteile mindestens 10 Jahre zweckentsprechend genutzt?,,,,,
2364,,,Werden die gesetzlichen Anforderungen an Mieterstromverträge gemäß § 42a EnWG eingehalten?,,,,,
2426,Schallschutz (passiv) an Bundesfern- und Landesstraßen nach BImSchG Gewährung,https://bmdv.bund.de/DE/Themen/Mobilitaet/Laerm-Umweltschutz/Laermvorsorge-Laermsanierung-Bundesfernstrassen/Laermvorsorge-Laermsanierung-Bundesfernstrassen.html,Werden die Immissionsgrenzwerte gemäß der Verkehrslärmschutzverordnung (16. BImSchV) überschritten?,,,,,
2399,,,"Werden die in der energetischen Sanierungsberatung ermittelten U-Werte eingehalten, einschließlich der Dämmung aller betroffenen Flächen des Bauteils?",,,,,
2428,,,"Werden die Maßnahmen an bestehenden Straßen durchgeführt, die nicht neu gebaut oder wesentlich verändert wurden?",,,,,
1843,,,Werden alle Arbeiten ausschließlich von Fachunternehmen durchgeführt?,,,,,
2397,,,Werden die Maßnahmen für das gesamte Gebäude durchgeführt (nicht nur einzelne Wohnungen)?,,,,,
2406,,,Werden die Maßnahmen für das gesamte Gebäude durchgeführt (nicht nur für einzelne Wohnungen)?,,,,,
1928,,,"Werden die Maßnahmen für das gesamte Gebäude umgesetzt, nicht nur für einzelne Wohnungen?",,,,,
2120,,,"Werden die Maßnahmen für das gesamte Gebäude umgesetzt, nicht nur für einzelne Wohnungen?",,,,,
2458,,,"Werden die Maßnahmen für das gesamte Gebäude umgesetzt, nicht nur für einzelne Wohnungen?",,,,,
2182,,,Werden alle Arbeiten ausschließlich von Fachunternehmen durchgeführt?,,,,,
2420,,,Werden alle Arbeiten ausschließlich von Fachunternehmen durchgeführt?,,,,,
2291,,,Werden die Maßnahmen während der Geltungsdauer der Sanierungssatzung durchgeführt?,,,,,
2493,,,Werden die Mindestabstände zu schutzbedürftiger Bebauung bei Wärmepumpen mit der Wärmequelle Außenluft eingehalten?,,,,,
2431,,,"Werden die öffentlich-rechtlichen Genehmigungen, die zur Durchführung des Vorhabens erforderlich sind, mit dem Antrag eingereicht?",,,,,
2558,,,"Werden die örtlichen Bauvorschriften, wie Bebauungspläne oder Gestaltungssatzungen, eingehalten?",,,,,
1653,,,"Werden die Sanierungsmaßnahmen entweder vollständig durch Fachbetriebe durchgeführt – oder, falls in Eigenleistung, durch einen Energieeffizienz-Experten bzw. eine Energieeffizienz-Expertin fachlich begleitet und schriftlich bestätigt?",,,,,
2464,,,,,,,,
2230,,,,,,,,
2354,,,,,,,,
2045,,,Werden die technischen Vorgaben nach §9 EEG in der jeweils gültigen Fassung eingehalten?,,,,,
1635,Privates Laden,https://www.stuttgart.de/leben/umwelt/energie/foerderprogramme/privates-laden.php#details-zur-foerderung,Werden durch die vorgelagerte Ladeinfrastruktur mindestens zwei Ladepunkte in der Gesamtanlage versorgt?,,,,,
2575,,,"Werden entweder 
a) keine Eigenbauleistungen geplant 
b) oder, falls doch, diese korrekt angegeben und berücksichtigt, wie im Förderverfahren vorgesehen?",,,,,
2375,,,Werden Fenster- oder Türrahmen aus Tropenholz eingebaut?,,,,,
2466,,,Werden Fenster- oder Türrahmen aus Tropenholz eingebaut?,,,,,
2373,,,"Werden fossile Brennstoffe (z. B. Heizöl, Erdgas) in der geplanten Maßnahme eingesetzt?",,,,,
2424,,,Werden fossile Brennstoffe wie Heizöl oder Erdgas verwendet?,,,,,
2037,,,"Werden Installation, Prüfung und Inbetriebnahme durch einen Fachbetrieb des Elektrohandwerks durchgeführt?",,,,,
2288,,,"Werden keine Eigenleistungen, Prototypen, gebrauchte Anlagen oder Anlagen mit wesentlich gebraucht erworbenen Anlagenteilen (ausgenommen Pufferspeicher) verwendet?",,,,,
2088,,,Werden keine Fenster- oder Türrahmen aus Tropenholz eingebaut?,,,,,
1581,,,"Werden mindestens 20 % der geförderten Wohnungen an Menschen vermietet, die von Wohnungslosigkeit bedroht sind?",,,,,
1989,,,Werden mit den Zuschüssen gedeckte Kosten nicht mietwirksam umgelegt?,,,,,
1784,,,Werden nachweislich Rohstoffe aus nachhaltiger Produktion oder Bewirtschaftung eingesetzt?,,,,,
2044,Klimafreundliches Wohnen und Arbeiten - Technische Anlagen zur Nutzung der Solarenergie: Photovoltaik-Anlagen (bei Bestands- und Neubauten),https://www.duesseldorf.de/umweltamt/projekte/klimafreundliches-wohnen-und-arbeiten,"Werden PV-Module verwendet, die von einer anerkannten Prüfstelle geprüft und gemäß den Mindestanforderungen nach IEC 61215 sowie IEC 61730 zertifiziert sind?",,,,,
2008,Klimafreundliches Wohnen und Arbeiten - Technische Anlagen zur Nutzung der Solarenergie: Steckerfertige Photovoltaik-Anlagen (bei Bestands- und Neubauten),https://www.duesseldorf.de/umweltamt/projekte/klimafreundliches-wohnen-und-arbeiten,"Werden PV-Module verwendet, für die eine anerkannte Prüfstelle die Einhaltung der Mindestanforderungen nach IEC 61215 und IEC 61730 bestätigt hat?",,,,,
2400,,,Wird auf den Einbau von Fenster- und Türrahmen aus Tropenholz verzichtet?,,,,,
2491,,,"Wird bei bivalentem Betrieb der Wärmepumpe nachgewiesen, dass der Deckungsanteil der Wärmepumpe am Gesamtwärmebedarf mindestens 85 % beträgt?",,,,,
2467,Förderprogramm Dachbegründung,https://www.oldenburg.de/startseite/politik/stadtrecht/zuwendungsrichtlinien.html,"Wird das Dachbegrünungsvorhaben durch eine Architektin, einen Architekten, eine Landschaftsarchitektin, einen Landschaftsarchitekten oder einen Fachbetrieb (Gärtnerei oder Dachdeckerei) geplant?",,,,,
1651,,,Wird das Datum des Durchführungsbeginns durch eine Fachunternehmererklärung nachgewiesen?,,,,,
2085,,,"Wird das Gebäude als Passivhaus (Classic, Plus, Premium) zertifiziert durch das Passivhaus-Institut oder eine:n akkreditierte:n Zertifizierer:in?",,,,,
2374,,,Wird das Gebäude über SWM-Fernwärme versorgt oder ist ein Anschluss an das SWM-Fernwärmenetz möglich?,,,,,
2275,,,Wird das Gebäude zu eigenen Wohnzwecken genutzt?,,,,,
1821,,,Wird das Installationsvorhaben bis zum 31. Dezember des betreffenden Jahres abgeschlossen?,,,,,
2483,,,Wird das Stecker-Solargerät nach den allgemein anerkannten Regeln der Technik installiert und betrieben?,,,,,
2440,,,,,,,,
2132,Photovoltaik- und Solarthermieanlagen,https://www.stadtwerke-kiel.de/service/foerderung/foerdermittelstrecke,,,,,,
2384,progres.nrw - Klimaschutztechnik: Austausch bestehender elektrischer Speicherheizungen in Verbindung mit der Installation einer Erneuerbaren-Energien-Heizungsanlage,https://www.bra.nrw.de/energie-bergbau/foerderprogramme-fuer-klimaschutz-und-energiewende/foerderbereiche/stromerzeugung-waermeerzeugung/foerderung-von-oberflaechennaher-geothermie-verbindung-mit-einer-waermepumpe,,,,,,
2563,,,Wird der Antrag und der Nachweis nach Maßnahmendurchführung durch eine*n bei der Deutsche Energie-Agentur (dena) gelistete*n Energieeffizienzexpert*in ausgefüllt?,,,,,
2073,,,"Wird der Einsatz von Mais und Getreidekorn als Einsatzstoff entsprechend dem „Maisdeckel“ eingehalten (ab 2024 max. 35%, ab 2026 max. 30%)?",,,,,
2438,,,Wird der erzeugte Strom entweder in das öffentliche Netz eingespeist oder direkt an Mieter geliefert (Mieterstrommodell)?,,,,,
2412,,,Wird der erzeugte Strom innerhalb des Quartiers verbraucht und nicht durch ein Netz durchgeleitet?,,,,,
1951,,,Wird der hydraulische Abgleich durchgeführt?,,,,,
2340,,,Wird der positive Schlussbericht der Qualitätssicherung Energie nach Abschluss erstellt und zur Vorlage bereitgestellt?,,,,,
1555,,,,,,,,
2042,,,"Wird der zum Zeitpunkt der Antragstellung gültige KfW-Standard eingehalten, wenn die Richtlinie Rechtsfolgen daran knüpft?",,,,,
2150,,,Wird der zum Zeitpunkt der Antragstellung gültige KfW-Standard eingehalten?,,,,,
2190,,,Wird der zum Zeitpunkt der Antragstellung gültige KfW-Standard eingehalten?,,,,,
2255,,,"Wird die Anlage in Verbindung mit einer neuen oder bereits installierten thermischen Solaranlage betrieben, die den Anforderungen des Programms „progress.nrw - Klimaschutztechnik: Thermische Solaranlagen für die Gebäudeversorgung“ entspricht?",,,,,
1576,,,Wird die Barrierefreiheit gemäß Brem LBO nach DIN 18040-2 eingehalten?,,,,,
1865,,,Wird die beantragte Maßnahme innerhalb eines Jahres durchgeführt und abgeschlossen?,,,,,
1830,,,Wird die Begrünungsmaßnahme ausschließlich durch ein qualifiziertes Fachunternehmen ausgeführt?,,,,,
2223,,,"Wird die Beratungsleistung durch einen Beratungsbericht abgeschlossen, der alle geforderten Leistungen umfasst?",,,,,
1554,progres.nrw - Klimaschutztechnik: KlimaGebäude.NRW in Verbindung mit Building Information Modeling,https://www.bra.nrw.de/energie-bergbau/foerderprogramme-fuer-klimaschutz-und-energiewende/foerderbereiche/gebaeude-neu-und-umbauten/foerderung-von-klimagebaeudenrw-verbindung-mit-building-information-modeling,Wird die BIM-Methode (Building Information Modeling) in den Planungsprozess integriert?,,,,,
2448,Erneuerbare-Energien-Gesetz (EEG): Photovoltaik,https://www.bundesnetzagentur.de/DE/Fachthemen/ElektrizitaetundGas/ErneuerbareEnergien/EEG_Foerderung/start.html,Wird die Dach-PV-Anlage mit einer Leistung ab 100 kWp direkt vermarktet?,,,,,
2449,,,Wird die Dach-PV-Anlage mit einer Leistung ab 1000 kWp an einer EEG-Ausschreibung teilnehmen?,,,,,
1746,,,Wird die Durchführung der Fassadenbegrünungsmaßnahme ausschließlich durch Fachbetriebe (z. B. Garten- und Landschaftsbaubetriebe) vorgenommen?,,,,,
2307,,,Wird die Energieberatung von einer in der Expertenliste unter www.energie-effizienz-experten.de in der Kategorie „Energieberatung für Wohngebäude“ gelisteten Person durchgeführt?,,,,,
1935,,,Wird die Entnahme der Photovoltaikanlage aus dem Unternehmen unter Anwendung des Nullsteuersatzes vorgenommen?,,,,,
2433,,,Wird die fachgerechte Montage durch eine Fachunternehmererklärung nachgewiesen?,,,,,
1965,,,Wird die fachgerechte und sichere Inbetriebnahme durch eine Fachunternehmererklärung nachgewiesen?,,,,,
2111,Bundesförderung für effiziente Gebäude (BEG) – Einzelmaßnahme - Fachplanung/Baubegleitung - Wohngebäude,https://www.bafa.de/DE/Energie/Effiziente_Gebaeude/Sanierung_Wohngebaeude/Fachplanung_Baubegleitung/fachplanung_baubegleitung_node.html,"Wird die Förderung ausschließlich in Zusammenhang mit einer der folgenden Einzelmaßnahmen beantragt: Gebäudehülle, Anlagentechnik (außer Heizung), Anlagen zur Wärmeerzeugung (Heizungstechnik) oder Heizungsoptimierung?",,,,,
2268,,,Wird die Fördervoraussetzung für bestehende Photovoltaikanlagen gemäß § 3 Absatz 6 mittels Schreiben des Netzbetreibers (EWE Netz) nachgewiesen?,,,,,
1786,,,Wird die Gebäudehülle (Außenwand) in Holzbauweise umgesetzt und mindestens zwei der folgenden Bauteile ebenfalls in Holzbauweise erstellt?,,,,,
1760,,,Wird die Installation oder Inbetriebnahme des Batteriespeichers nachweislich durch ein Fachunternehmen durchgeführt?,,,,,
2186,,,"Wird die jährliche Gesamtförderungssumme pro antragsberechtigte Person eingehalten (maximal 10.000 Euro pro Jahr, davon maximal 2.000 Euro für Steckersolargeräte)?",,,,,
1937,,,Wird die Ladeinfrastruktur durch 100 % regenerative Energien versorgt?,,,,,
2408,,,Wird die Luftdichtheit der Gebäudehülle messtechnisch bestimmt (fertiggestellt und ggf. während der Bauphase)?,,,,,
2470,Förderprogramm Klimaneutrale Gebäude (FKG) - Einzelmaßnahmen: Wärmepumpen,https://stadt.muenchen.de/infos/foerderprogramm-klimaneutrale-gebaeude.html,,,,,,
2229,,,Wird die Maßnahme ausschließlich von einem qualifizierten Fachunternehmen ausgeführt?,,,,,
2453,Förderprogramm Klimaneutrale Gebäude (FKG) - Einzelmaßnahmen: Heizungsoptimierung,https://stadt.muenchen.de/infos/foerderprogramm-klimaneutrale-gebaeude.html,,,,,,
2462,Förderprogramm Klimaneutrale Gebäude (FKG) - Passivhaus im Neubau,https://stadt.muenchen.de/infos/foerderprogramm-klimaneutrale-gebaeude.html,,,,,,
2512,Förderprogramm Klimaneutrale Gebäude (FKG) - Stecker-Solar-Geräte Balkonkraftwerk,https://stadt.muenchen.de/service/info/sachgebiet-foerderprogramm-klimaneutrale-gebaeude/10414151/,,,,,,
2370,Förderprogramm Klimaneutrale Gebäude (FKG) - Effizienzhaus im Bestand,https://stadt.muenchen.de/infos/foerderprogramm-klimaneutrale-gebaeude.html,,,,,,
1600,,,Wird die Maßnahme in einem Ort mit weniger als 10.000 Einwohner:innen durchgeführt?,,,,,
2363,Förderprogramm Klimaneutrale Gebäude (FKG) - Mieterstrom bzw. Direktverkauf,https://stadt.muenchen.de/infos/foerderprogramm-klimaneutrale-gebaeude.html,,,,,,
2348,,,"Wird die Maßnahme mit einer Optimierung des Heizungsverteilsystems, einschließlich eines hydraulischen Abgleichs und der Anpassung der Luftvolumenströme, verbunden?",,,,,
2511,,,Wird die Maßnahme ohne Eigenarbeit durchgeführt?,,,,,
1667,,,Wird die Maßnahme von einem gelisteten Energieberater für Baudenkmäler begleitet?,,,,,
1723,,,Wird die Maßnahme von einem gelisteten Energieberater für Baudenkmäler begleitet?,,,,,
1974,,,Wird die Maßnahme von einer Fachfirma oder einem Fachbetrieb umgesetzt?,,,,,
1931,Umsatzsteuerliche Maßnahmen zur Förderung des Ausbaus von Photovoltaikanlagen - (§ 12 Absatz 3 Nummer 1 UStG),https://www.bundesfinanzministerium.de/Content/DE/FAQ/foerderung-photovoltaikanlagen.html,"Wird die Photovoltaikanlage auf oder in der Nähe von Privatwohnungen, Wohnungen sowie öffentlichen und anderen Gebäuden installiert, die für dem Gemeinwohl dienende Tätigkeiten genutzt werden?",,,,,
2409,Erneuerbare-Energien-Gesetz (EEG): Mieterstrom,https://www.bundesnetzagentur.de/DE/Fachthemen/ElektrizitaetundGas/ErneuerbareEnergien/EEG_Foerderung/start.html#doc899816bodyText5,"Wird die PV-Anlage auf, an oder in einem Wohngebäude oder einem Nebengebäude innerhalb eines Quartiers installiert?",,,,,
2435,Erneuerbare-Energien-Gesetz (EEG) - § 48 Solare Strahlungsenergie,https://www.bundesnetzagentur.de/DE/Fachthemen/ElektrizitaetundGas/ErneuerbareEnergien/EEG_Foerderung/start.html,Wird die PV-Anlage in Deutschland betrieben?,,,,,
2059,,,"Wird die Rechnung nicht bar, sondern auf anderem Weg bezahlt?",,,,,
2415,,,Wird die Vertragsverlängerung stillschweigend auf maximal ein Jahr begrenzt?,,,,,
2388,,,"Wird die Wärmepumpe mit zertifiziertem Ökostrom betrieben und erreicht sie eine Jahresarbeitszahl von mindestens 3,0?",,,,,
1580,,,Wird die Zweckbestimmung für die geförderten Wohnungen mindestens 10 Jahre eingehalten?,,,,,
1787,,,Wird die Zweckbindungsfrist von 12 Jahren ab Eingang des (Schluss-)Verwendungsnachweises eingehalten?,,,,,
1662,,,"Wird entweder 
a) kein Contracting-Modell genutzt 
b) oder, falls doch, wurde zwischen Contractor und Contractingnehmer ein Contractingvertrag geschlossen, der den Vorgaben der Richtlinie entspricht?",,,,,
1804,,,"Wird entweder 
a) kein Contracting-Modell genutzt 
b) oder, falls doch, wurde zwischen Contractor und Contractingnehmer ein Contractingvertrag geschlossen, der den Vorgaben der Richtlinie entspricht?",,,,,
2021,,,"Wird entweder 
a) kein Contracting-Modell genutzt 
b) oder, falls doch, wurde zwischen Contractor und Contractingnehmer ein Contractingvertrag geschlossen, der den Vorgaben der Richtlinie entspricht?",,,,,
2054,,,"Wird entweder 
a) kein Contracting-Modell genutzt 
b) oder, falls doch, wurde zwischen Contractor und Contractingnehmer ein Contractingvertrag geschlossen, der den Vorgaben der Richtlinie entspricht?",,,,,
2127,,,"Wird entweder 
a) kein Contracting-Modell genutzt 
b) oder, falls doch, wurde zwischen Contractor und Contractingnehmer ein Contractingvertrag geschlossen, der den Vorgaben der Richtlinie entspricht?",,,,,
2141,,,"Wird entweder 
a) kein Contracting-Modell genutzt 
b) oder, falls doch, wurde zwischen Contractor und Contractingnehmer ein Contractingvertrag geschlossen, der den Vorgaben der Richtlinie entspricht?",,,,,
2112,,,Wird ein Energieeffizienz-Experte für die Antragstellung eingebunden?,,,,,
1604,,,Wird ein Energiezähler zur Erfassung relevanter Messgrößen installiert?,,,,,
2507,,,Wird ein hydraulischer Abgleich (mindestens nach Verfahren A) durchgeführt?,,,,,
2509,,,Wird ein stillgelegter Heizungstank entsorgt?,,,,,
1745,,,"Wird eine der folgenden förderfähigen Begrünungssystematiken verwendet: bodengebundene Begrünung, wandgebundene Begrünung oder Mischform?",,,,,
2488,,,"Wird eine Jahresarbeitszahl von mindestens 3,5 bei Luft/Wasser-Wärmepumpen im Bestand, 3,8 bei Sole/Wasser- und Wasser/Wasser-Wärmepumpen in Wohngebäuden im Bestand, 4,0 bei Sole/Wasser- und Wasser/Wasser-Wärmepumpen in Nichtwohngebäuden im Bestand oder 4,5 im Neubau erreicht?",,,,,
2351,,,"Wird entweder 
a) kein Contracting-Modell genutzt 
b) oder, falls doch, wurde zwischen Contractor und Contractingnehmer ein Contractingvertrag geschlossen, der den Vorgaben der Richtlinie entspricht?",,,,,
1960,,,Wird entweder eine neue Wärmepumpe oder eine neue Photovoltaikanlage installiert?,,,,,
2349,,,"Wird entweder kein Gebäudenetz errichtet, umgebaut oder erweitert – oder, falls doch, ein Energieeffizienz-Experte bzw. eine Energieeffizienz-Expertin in das Vorhaben eingebunden?",,,,,
1674,,,Wird für die Antragstellung ein Energieeffizienz-Experte eingebunden?,,,,,
1702,,,Wird für die Antragstellung ein Energieeffizienz-Experte eingebunden?,,,,,
1715,,,Wird für die Antragstellung ein Energieeffizienz-Experte eingebunden?,,,,,
1802,,,Wird für die Antragstellung einer Anlage zur Wärmeerzeugung ein Energieeffizienz-Experte eingebunden?,,,,,
2052,,,Wird für die Antragstellung einer Anlage zur Wärmeerzeugung ein Energieeffizienz-Experte eingebunden?,,,,,
2125,,,Wird für die Antragstellung einer Anlage zur Wärmeerzeugung ein Energieeffizienz-Experte eingebunden?,,,,,
2139,,,Wird für die Antragstellung einer Anlage zur Wärmeerzeugung ein Energieeffizienz-Experte eingebunden?,,,,,
2535,,,Wird Ihr Vorhaben im Rahmen des Landesprojekts „100 Klimaschutzsiedlungen in Nordrhein-Westfalen“ durchgeführt?,,,,,
2224,,,Wird in der Photovoltaikberatung die Stromversorgung aller Wohn- bzw. Nutzungseinheiten des Gebäudes berücksichtigt?,,,,,
1636,,,Wird innerhalb des Förderzeitraums (max. 24 Monate) mindestens ein Ladepunkt installiert?,,,,,
2566,,,Wird mehr als 50% der Gebäudehüllfläche (thermische Hüllfläche) gedämmt oder erfolgt ein Heizungsaustausch?,,,,,
2083,,,Wird mindestens 10 % Eigenkapital für das Vorhaben eingesetzt?,,,,,
2497,,,Wird mit den Maßnahmen erst nach Erteilung eines Zuwendungsbescheides begonnen?,,,,,
2338,,,Wird nach Abschluss der Baumaßnahmen der IFB Hamburg der erforderliche Nachweis über Umfang und Qualität der durchgeführten Maßnahmen fristgerecht vorgelegt?,,,,,
1575,,,Wird nach der Modernisierung mindestens der KfW-Effizienzhaus-Standard 85 erreicht?,,,,,
2184,Augsburger Solarförderprogramm Steckersolargeräte 2023 – 2025,https://www.augsburg.de/umwelt-soziales/umwelt/klima-energie/solaroffensive-augsburg/solarfoerderprogramm,Wird nur entweder ein Steckersolargerät oder eine PV-Anlage pro Wohn- oder Gewerbeeinheit gefördert?,,,,,
1939,,,Wird pro Antragsteller:in die maximale Anzahl von 50 Ladepunkten bzw. 50 Vorrüstungen pro Kalenderjahr nicht überschritten?,,,,,
2160,,,Wird pro Gebäude und Standort nur eine Anlage gefördert?,,,,,
1938,,,Wird pro gefördertem Ladepunkt die maximale Anzahl von zehn Vorrüstungen nicht überschritten?,,,,,
2263,,,"Wird pro Grundstück jeweils nur eine PV-Anlage, eine Solarthermie-Anlage und eine Bonus-Förderung gefördert, sowie ein Steckersolargerät pro Wohn- oder Gewerbeeinheit, sofern nicht durch den vorherigen Punkt ausgeschlossen?",,,,,
2185,,,"Wird pro Grundstück nur eine PV-Anlage, eine Solarthermie-Anlage und eine Bonus-Förderung sowie ein Steckersolargerät pro Wohn- oder Gewerbeeinheit beantragt?",,,,,
2413,,,Wird pro Jahr maximal 500 MW Zubau über Mieterstromzuschläge gefördert und erfolgt eine Eintragung ins Register?,,,,,
2262,Augsburger Solarförderprogramm PV Anlagen 2023 – 2025,https://www.augsburg.de/umwelt-soziales/umwelt/klima-energie/solaroffensive-augsburg/solarfoerderprogramm,"Wird pro Wohn- oder Gewerbeeinheit entweder ein Steckersolargerät oder eine PV-Anlage gefördert, aber nicht beide zusammen?",,,,,
1934,,,Wird zukünftig voraussichtlich mehr als 90 % des erzeugten Stroms für private Zwecke verwendet?,,,,,
1675,,,"Wird entweder 
a) kein Contracting-Modell genutzt 
b) oder, falls doch, wurde zwischen Contractor und Contractingnehmer ein Contractingvertrag geschlossen, der den Vorgaben der Richtlinie entspricht?",,,,,
1703,,,"Wird entweder 
a) kein Contracting-Modell genutzt 
b) oder, falls doch, wurde zwischen Contractor und Contractingnehmer ein Contractingvertrag geschlossen, der den Vorgaben der Richtlinie entspricht?",,,,,
1716,,,"Wird entweder 
a) kein Contracting-Modell genutzt 
b) oder, falls doch, wurde zwischen Contractor und Contractingnehmer ein Contractingvertrag geschlossen, der den Vorgaben der Richtlinie entspricht?",,,,,
1986,,,Wurde bei der Planung von Maßnahmen am Äußeren des Gebäudes bzw. im Außenraum eine Abstimmung zu stadtgestalterischen Aspekten mit dem/der Modernisierungsberater:in vorgenommen?,,,,,
2215,,,"Wurde bei luftheizenden Systemen durch eine Fachunternehmererklärung bestätigt, dass die Luftvolumenströme gemäß den berechneten Einstellwerten einreguliert wurden?",,,,,
2486,,,"Wurde bei Maßnahmen, die eine Beratung erfordern, vor Beginn ein Beratungsgespräch mit der Regionalen Energieagentur Ulm geführt?",,,,,
2214,,,Wurde bei wassergeführten Heizungssystemen ein hydraulischer Abgleich nach Verfahren B durchgeführt und durch das VdZ-Formular nachgewiesen?,,,,,
1906,,,Wurde bei wassergeführten Heizungssystemen ein hydraulischer Abgleich nach Verfahren B gemäß Formular der VdZ-Wirtschaftsvereinigung Gebäude und Energie e. V. durchgeführt?,,,,,
2172,,,"Wurde das Energiegutachten von einer Person erstellt, die im [Energieberater-Pool](https://www.ibb-business-team.de/eneo/energieberater-pool/) gelistet ist?",,,,,
2514,,,Wurde das Gerät entsprechend den Sicherheitshinweisen und der Anleitung des Herstellers installiert und betrieben?,,,,,
1793,,,Wurde das Installationsvorhaben im Jahr der Antragsstellung begonnen?,,,,,
1819,,,Wurde das Installationsvorhaben im Jahr der Antragsstellung begonnen?,,,,,
1692,,,Wurde das Projekt im Rahmen einer anerkannten LAG innerhalb der aktuellen LEADER-Förderperiode ausgewählt?,,,,,
1712,,,Wurde das Projekt im Rahmen einer anerkannten LAG innerhalb der aktuellen LEADER-Förderperiode ausgewählt?,,,,,
1732,,,Wurde das Projekt im Rahmen einer anerkannten LAG innerhalb der aktuellen LEADER-Förderperiode ausgewählt?,,,,,
1903,,,Wurde das Projekt innerhalb der aktuellen LEADER-Förderperiode durch eine anerkannte LAG ausgewählt?,,,,,
2269,,,Wurde das Vorhaben nicht vor der bestandskräftigen Zusage des Förderantrags fertiggestellt?,,,,,
2562,Klimafreundliche Wohngebäude,https://www.stadt-muenster.de/klima/foerderprogramm/energetische-sanierung,Wurde das Wohngebäude vor dem 01.01.2002 bezugsfertig erbaut?,,,,,
2551,,,Wurde der Antrag auf Förderung vor Beginn der Maßnahme bei der Gemeinde Ebnath eingereicht?,,,,,
2327,,,"Wurde der Antrag rechtzeitig gestellt, sodass über ihn entschieden wurde, bevor mit der Maßnahme begonnen wird?",,,,,
2569,Förderprogramm zur Energieeinsparung und kommunalem Klimaschutz,https://www.unterhaching.de/klimaschutz/foerderprogramm-energiesparen-klimaschutz,Wurde der Antrag vor der Auftragsvergabe oder dem Maßnahmenbeginn gestellt (maßgeblich ist der Eingangsstempel der Gemeinde)?,,,,,
2565,,,Wurde der Beratungsbericht / individuelle Sanierungsfahrplan (iSFP) von einer*m Energieeffizienzexpert*in nach den Kriterien der Vor-Ort-Beratung des Bundesamts für Wirtschaft und Ausfuhrkontrolle (BAFA) erstellt?,,,,,
2502,,,Wurde der Drei-Liter-Haus Standard auf Basis des Passivhaus-Projektierungspakets (PHPP) nachgewiesen?,,,,,
2359,,,Wurde der Einbau des wasserstoffbasierten Energiesystems durch ein Fachunternehmen durchgeführt und die Montage durch eine Fachunternehmererklärung bestätigt?,,,,,
2516,,,Wurde der Förderantrag vor dem Kauf oder der Beauftragung eines Fachbetriebs gestellt?,,,,,
2121,,,,,,,,
2398,,,,,,,,
2459,,,,,,,,
2407,,,,,,,,
2173,,,Wurde die Beauftragung des Energiegutachtens erst nach Antragsstellung vorgenommen?,,,,,
2489,,,Wurde die Berechnung der Jahresarbeitszahl bei Wärmepumpen bis 100 kW nach VDI 4650 durchgeführt?,,,,,
2176,,,Wurde die ENEO-Förderung nicht auf ein anderes Wohngebäude übertragen (z. B. bei Verkauf)?,,,,,
2277,,,Wurde die energetische Maßnahme von einem Fachunternehmen ausgeführt?,,,,,
2541,,,Wurde die Erfüllung der Anforderungen durch eine bauvorlageberechtigte Person auf Basis des Passivhaus-Projektierungspakets (PHPP) nachgewiesen?,,,,,
2209,,,Wurde die Erfüllung der Anforderungen durch einen Bauvorlageberechtigten sowie durch eine gesonderte Kohlendioxid-Berechnung nachgewiesen?,,,,,
2361,,,"Wurde die fachgerechte Auslegung des Gesamtsystems von einer fachkundigen Person oder einem Fachunternehmen vorgenommen, die/ das über die notwendigen Qualifikationen und fachbezogene Erfahrung der letzten zwei Jahre verfügt?",,,,,
2159,,,Wurde die fachgerechte Montage durch eine Fachunternehmererklärung nachgewiesen?,,,,,
2245,,,Wurde die fachgerechte Montage durch eine Fachunternehmererklärung nachgewiesen?,,,,,
2261,,,Wurde die fachgerechte Montage durch eine Fachunternehmererklärung nachgewiesen?,,,,,
2554,Klimageld Landkreis Gießen für Einzelmaßnahmen,https://klimageld.lkgi.de/,Wurde die Maßnahme erst nach der Antragsstellung in Auftrag gegeben?,,,,,
2231,,,Wurde die Maßnahme erst nach der Bewilligung durch die Stadt Dortmund begonnen?,,,,,
